업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명,데이터기준일자
일반음식점,려블랙,"강원특별자치도 춘천시 서부대성로48번길 20, 1층 (요선동)",강원특별자치도 춘천시 요선동 14-5 ,033-653-1805,분식,2026-05-27
일반음식점,꽃심이네,"강원특별자치도 춘천시 지석로 11, 하나로마트(퇴계점) (퇴계동)",강원특별자치도 춘천시 퇴계동 164-3 하나로마트(퇴계점) ,,분식,2026-05-27
일반음식점,퓨전카페,"강원특별자치도 춘천시 서부대성로 12, 1층 129,91호 (소양로2가, 신동아아파트)",강원특별자치도 춘천시 소양로2가 172-1 신동아아파트 ,,한식,2026-05-27
일반음식점,만남의장소,"강원특별자치도 춘천시 남면 소주고개로 67, 2동 1층",강원특별자치도 춘천시 남면 후동리 430-1 ,033-263-1060,분식,2026-05-27
일반음식점,그린그라스스무숲길점,"강원특별자치도 춘천시 안마산로 324-10, 1층 (석사동)",강원특별자치도 춘천시 석사동 935-1 ,,기타,2026-05-27
일반음식점,가까운,"강원특별자치도 춘천시 후석로46번길 27, 1층 (석사동)",강원특별자치도 춘천시 석사동 667-6 ,,식육(숯불구이),2026-05-27
일반음식점,본도시락춘천점,"강원특별자치도 춘천시 춘천로151번길 2, 1층 (운교동)",강원특별자치도 춘천시 운교동 169-12 ,033-241-4282,기타,2026-05-27
일반음식점,쉬러와,"강원특별자치도 춘천시 신북읍 지내고탄로 246, 1,2층",강원특별자치도 춘천시 신북읍 지내리 473 ,033-242-6039,기타,2026-05-27
일반음식점,치킨마에스트로본점,"강원특별자치도 춘천시 춘천로 306-3, 1층 (후평동)",강원특별자치도 춘천시 후평동 692-10 ,033-257-2557,호프/통닭,2026-05-27
일반음식점,누구나홀딱반한닭 춘천온의점,"강원특별자치도 춘천시 스포츠타운길 523, 1층 (온의동)",강원특별자치도 춘천시 온의동 73-20 ,033-242-7179,호프/통닭,2026-05-27
일반음식점,마코토맨,"강원특별자치도 춘천시 퇴계로105번길 7, 1층 104호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1082 ,033-261-7819,분식,2026-05-27
일반음식점,큰지붕닭갈비,"강원특별자치도 춘천시 신북읍 신샘밭로 652, 1층",강원특별자치도 춘천시 신북읍 천전리 92-1 ,033-256-9292,식육(숯불구이),2026-05-27
일반음식점,유민이네부대찌개육개장,강원특별자치도 춘천시 동내면 영서로 1757,강원특별자치도 춘천시 동내면 학곡리 279-14 ,033-262-8050,한식,2026-05-27
일반음식점,연화각,"강원특별자치도 춘천시 충혼길52번길 20-23, 1층 (온의동)",강원특별자치도 춘천시 온의동 534-1 ,033-256-5863,한식,2026-05-27
일반음식점,큐브트리,"강원특별자치도 춘천시 금강로 76-1, 2층 (조양동)",강원특별자치도 춘천시 조양동 29-2 ,033-252-5840,분식,2026-05-27
일반음식점,나들목1989,"강원특별자치도 춘천시 우묵들길 5, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1189-6 ,033-253-9994,정종/대포집/소주방,2026-05-27
일반음식점,루트나인,"강원특별자치도 춘천시 중앙로67번길 13, 지하1층 (조양동)",강원특별자치도 춘천시 조양동 144-10 ,,기타,2026-05-27
일반음식점,샵고래,"강원특별자치도 춘천시 백령로 139, 2,3층 (효자동)",강원특별자치도 춘천시 효자동 619-9 ,,식육(숯불구이),2026-05-27
일반음식점,중화촌,"강원특별자치도 춘천시 신북읍 상천3길 32, 1층",강원특별자치도 춘천시 신북읍 천전리 215-8 ,033-242-7877,중국식,2026-05-27
일반음식점,60계치킨강원춘천강대온의점,"강원특별자치도 춘천시 방송길 77, 1층 1115, 1135호 (온의동, 춘천 센트럴타워 푸르지오)",강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오 ,033-251-8043,호프/통닭,2026-05-27
일반음식점,성대수산,"강원특별자치도 춘천시 영서로 2800, 1층 (우두동)",강원특별자치도 춘천시 우두동 759-7 ,033-251-0585,횟집,2026-05-27
일반음식점,일과사랑,"강원특별자치도 춘천시 삭주로 51, 1층 (교동)",강원특별자치도 춘천시 교동 93-258 ,,정종/대포집/소주방,2026-05-27
일반음식점,벤치(cafe Bench),"강원특별자치도 춘천시 스포츠타운길 404, 1층 (삼천동)",강원특별자치도 춘천시 삼천동 158 ,033-251-5665,기타,2026-05-27
일반음식점,광판팔뚝김밥퇴계점,"강원특별자치도 춘천시 안마산로 42, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 796 ,033-257-7796,분식,2026-05-27
일반음식점,하루일식,"강원특별자치도 춘천시 후석로 12, 5층 (석사동)",강원특별자치도 춘천시 석사동 809-2 ,033-261-1116,일식,2026-05-27
일반음식점,소양강농원콩이랑두부랑,강원특별자치도 춘천시 사우벌길 15 (사농동),강원특별자치도 춘천시 사농동 596-2 ,033-242-0200,한식,2026-05-27
일반음식점,아워테이스트,"강원특별자치도 춘천시 옥천길40번길 14, 1층 (옥천동)",강원특별자치도 춘천시 옥천동 14-48 ,033-256-4695,경양식,2026-05-27
일반음식점,초마미엔,"강원특별자치도 춘천시 후석로46번길 5, 1층 (석사동)",강원특별자치도 춘천시 석사동 666-15 ,033-262-0063,중국식,2026-05-27
일반음식점,돈까스앤덮밥,"강원특별자치도 춘천시 퇴계로 95, 1층 104호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1093 ,033-261-7474,분식,2026-05-27
일반음식점,길목식당,"강원특별자치도 춘천시 소양정길 5, 1층 (소양로1가)",강원특별자치도 춘천시 소양로1가 102-11 ,033-252-3914,한식,2026-05-27
일반음식점,노랑통닭석사점,"강원특별자치도 춘천시 후석로 14, 1층 101호 (석사동)",강원특별자치도 춘천시 석사동 809-1 ,033-262-5100,호프/통닭,2026-05-27
일반음식점,풍천민물장어,"강원특별자치도 춘천시 행촌로 52, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 900-8 ,033-255-9249,한식,2026-05-27
일반음식점,웍선생,"강원특별자치도 춘천시 후석로462번길 96, 1,2층 (후평동)",강원특별자치도 춘천시 후평동 186 ,033-251-0333,식육(숯불구이),2026-05-27
일반음식점,감마샵,"강원특별자치도 춘천시 벌말길 61, 1층 (석사동)",강원특별자치도 춘천시 석사동 644-8 ,,정종/대포집/소주방,2026-05-27
일반음식점,방림메밀막국수춘천직영점,"강원특별자치도 춘천시 신샘밭로 226-1, 1층 (신동)",강원특별자치도 춘천시 신동 1150-2 ,,한식,2026-05-27
일반음식점,썬더치킨애막골점,"강원특별자치도 춘천시 우석로63번길 13, 1층 (석사동)",강원특별자치도 춘천시 석사동 748-1 ,,한식,2026-05-27
일반음식점,와이어드커피,"강원특별자치도 춘천시 동내면 순환대로 632, 1층",강원특별자치도 춘천시 동내면 학곡리 5-14 ,033-264-0633,기타,2026-05-27
일반음식점,샤브마니아메가박스점,"강원특별자치도 춘천시 춘천로17번길 17, 106호, 107호, 108호 (온의동)",강원특별자치도 춘천시 온의동 587-8 ,033-252-0854,한식,2026-05-27
일반음식점,피자래빗,"강원특별자치도 춘천시 서면 박사로 233, 1동 지하2층",강원특별자치도 춘천시 서면 덕두원리 40-12 ,033-243-7219,기타,2026-05-27
일반음식점,팜트리,"강원특별자치도 춘천시 남춘로26번길 12, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1078 ,033-263-5599,호프/통닭,2026-05-27
일반음식점,광판팔뚝김밥교대점,"강원특별자치도 춘천시 공지로 111, 상가동 1층 105호 (석사동, 석사신우아파트)",강원특별자치도 춘천시 석사동 682-1 석사신우아파트 ,033-264-7796,호프/통닭,2026-05-27
일반음식점,큰집장대박본점,"강원특별자치도 춘천시 춘천로410번길 19, 1층 (후평동)",강원특별자치도 춘천시 후평동 747-3 ,033-251-5507,식육(숯불구이),2026-05-27
일반음식점,돈카미,"강원특별자치도 춘천시 춘천로17번길 17, 뉴타운 1층 103호 (온의동)",강원특별자치도 춘천시 온의동 587-8 ,033-241-8008,경양식,2026-05-27
일반음식점,태양숯불갈비,"강원특별자치도 춘천시 중앙로 176, 1층 (근화동)",강원특별자치도 춘천시 근화동 264-12 ,,한식,2026-05-27
일반음식점,원주일미통닭,"강원특별자치도 춘천시 서부대성로 140-2, 1층 (운교동)",강원특별자치도 춘천시 운교동 187-9 ,033-254-3992,호프/통닭,2026-05-27
일반음식점,춘천산닭 산속에닭갈비,"강원특별자치도 춘천시 옛경춘로 562-20, 가,나동 1층 (온의동)",강원특별자치도 춘천시 온의동 472-2 ,033-242-8895,한식,2026-05-27
일반음식점,거두108,"강원특별자치도 춘천시 동내면 춘천순환로 108, 좌측 1층",강원특별자치도 춘천시 동내면 거두리 1080-1 ,033-262-2411,기타,2026-05-27
일반음식점,꼬꼬포차,"강원특별자치도 춘천시 춘천로296번길 7, 1층 (후평동)",강원특별자치도 춘천시 후평동 691-1 ,033-264-0437,한식,2026-05-27
일반음식점,빽가네,"강원특별자치도 춘천시 행촌로32번길 5-15, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 902-2 ,033-244-0459,한식,2026-05-27
일반음식점,홍농댁,"강원특별자치도 춘천시 소양로 12, 1,2층 (근화동)",강원특별자치도 춘천시 근화동 732-2 ,,기타,2026-05-27
일반음식점,돈기부여후평점,"강원특별자치도 춘천시 후석로 395, 1층 (후평동)",강원특별자치도 춘천시 후평동 710-30 ,033-257-8242,분식,2026-05-27
일반음식점,근화순대국밥,"강원특별자치도 춘천시 공지로 484-1, 1층 (근화동)",강원특별자치도 춘천시 근화동 730-8 ,033-261-7605,한식,2026-05-27
일반음식점,큐스타앤펍,"강원특별자치도 춘천시 서부대성로239번길 23, 1층 (효자동)",강원특별자치도 춘천시 효자동 17-10 ,,기타,2026-05-27
일반음식점,곤지암할매소머리국밥,"강원특별자치도 춘천시 신동면 김유정로 1417, A동 1층 102호",강원특별자치도 춘천시 신동면 증리 938-2 ,033-262-7188,분식,2026-05-27
일반음식점,소담소담카페,강원특별자치도 춘천시 남산면 강촌구곡길 258,강원특별자치도 춘천시 남산면 강촌리 676-34 ,,기타,2026-05-27
일반음식점,지고지술,"강원특별자치도 춘천시 영서로2756번길 8, 1층 (우두동)",강원특별자치도 춘천시 우두동 1062 ,033-251-0304,정종/대포집/소주방,2026-05-27
일반음식점,산천어춘천닭갈비,"강원특별자치도 춘천시 효자로 134-2, 2층 (효자동)",강원특별자치도 춘천시 효자동 100-3 ,033-257-7355,한식,2026-05-27
일반음식점,라화쿵부춘천점,"강원특별자치도 춘천시 명동길 12, 2층 (중앙로2가)",강원특별자치도 춘천시 중앙로2가 20-2 2층 ,070-7740-0999,중국식,2026-05-27
일반음식점,수작,"강원특별자치도 춘천시 동내면 거두택지길44번길 25, 1층",강원특별자치도 춘천시 동내면 거두리 1127-6 ,,분식,2026-05-27
일반음식점,방월리전점,"강원특별자치도 춘천시 벌말길 72-1, 1층 (석사동)",강원특별자치도 춘천시 석사동 640-2 ,033-261-8988,횟집,2026-05-27
일반음식점,밥이랑술이랑,"강원특별자치도 춘천시 행촌로32번길 5-22, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 905-8 ,033-257-3810,정종/대포집/소주방,2026-05-27
일반음식점,청년다방춘천온의점,"강원특별자치도 춘천시 춘천로17번길 21, 춘천강남하이엔드 1층 106호 (온의동)",강원특별자치도 춘천시 온의동 587-5 춘천강남하이엔드 ,033-253-5579,기타,2026-05-27
일반음식점,초래동제육전집,"강원특별자치도 춘천시 충열로16번길 12, 1층 (우두동)",강원특별자치도 춘천시 우두동 1066-9 ,033-256-1990,한식,2026-05-27
일반음식점,응급실국물떡볶이춘천강원대점,"강원특별자치도 춘천시 백령로 137, 101호 (효자동)",강원특별자치도 춘천시 효자동 618-13 ,0332-5455-66,분식,2026-05-27
일반음식점,리멤버,"강원특별자치도 춘천시 우묵길78번길 5, 2층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1137-2 ,033-241-7877,라이브카페,2026-05-27
일반음식점,방콕66,"강원특별자치도 춘천시 춘천로 340, 1층 (후평동)",강원특별자치도 춘천시 후평동 728-6 ,033-255-9291,기타,2026-05-27
일반음식점,느티나무집,"강원특별자치도 춘천시 동내면 대룡산길 44, 1층",강원특별자치도 춘천시 동내면 사암리 1213-1 ,033-263-8023,한식,2026-05-27
일반음식점,남부옛날통닭,"강원특별자치도 춘천시 효명길 7-24, 1층 (효자동)",강원특별자치도 춘천시 효자동 547 ,,호프/통닭,2026-05-27
일반음식점,온유정,"강원특별자치도 춘천시 수변공원길 25, 1층 (삼천동)",강원특별자치도 춘천시 삼천동 13-3 ,033-251-2014,한식,2026-05-27
일반음식점,특미원,"강원특별자치도 춘천시 백령로 138, 1층 (효자동)",강원특별자치도 춘천시 효자동 626 ,033-241-6888,중국식,2026-05-27
일반음식점,육대장근화점,"강원특별자치도 춘천시 소양로 12, 1층 (근화동)",강원특별자치도 춘천시 근화동 732-2 ,033-255-1255,한식,2026-05-27
일반음식점,닝교초식당(후평점),"강원특별자치도 춘천시 후석로 326, 206호 (후평동)",강원특별자치도 춘천시 후평동 701-8 ,033-253-4630,일식,2026-05-27
일반음식점,영월집,"강원특별자치도 춘천시 우두3길 1, 1층 (우두동)",강원특별자치도 춘천시 우두동 1097-5 ,033-254-7904,정종/대포집/소주방,2026-05-27
일반음식점,샘골,"강원특별자치도 춘천시 서면 방동샘골길 35, 1층",강원특별자치도 춘천시 서면 방동리 744-2 ,033-255-7206,한식,2026-05-27
일반음식점,카페뜰,"강원특별자치도 춘천시 신동면 김유정로 1720, 1층",강원특별자치도 춘천시 신동면 정족리 712-4 ,033-910-6477,기타,2026-05-27
일반음식점,들꽃가든남춘천,강원특별자치도 춘천시 남산면 김유정로 303,강원특별자치도 춘천시 남산면 광판리 426-5 ,050-7959-7730,한식,2026-05-27
일반음식점,이자카야하나,"강원특별자치도 춘천시 보안길 62, 3층 (후평동)",강원특별자치도 춘천시 후평동 458-1 ,,일식,2026-05-27
일반음식점,탐앤탐스레스토랑,"강원특별자치도 춘천시 동면 소양강로 718, 2층",강원특별자치도 춘천시 동면 지내리 2-11 ,033-252-3576,기타,2026-05-27
일반음식점,자담치킨후평점,"강원특별자치도 춘천시 춘천로 270, 1층 (후평동)",강원특별자치도 춘천시 후평동 683 ,033-252-6600,호프/통닭,2026-05-27
일반음식점,긱스피자춘천점,"강원특별자치도 춘천시 효제길 13, 1층 (효자동)",강원특별자치도 춘천시 효자동 150-10 ,033-910-2227,분식,2026-05-27
일반음식점,동양관,"강원특별자치도 춘천시 우묵길 80, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1137 ,,정종/대포집/소주방,2026-05-27
일반음식점,소근소근,"강원특별자치도 춘천시 소양정길 4, 1층 (소양로1가)",강원특별자치도 춘천시 소양로1가 93-2 ,,기타,2026-05-27
일반음식점,슬로우데이(slowday),강원특별자치도 춘천시 신북읍 배후령1길 70,강원특별자치도 춘천시 신북읍 천전리 545-2 ,070-4179-3564,기타,2026-05-27
일반음식점,신바람낙지,"강원특별자치도 춘천시 공지로 57-2, 1층 (석사동)",강원특별자치도 춘천시 석사동 113-1 ,033-818-0707,한식,2026-05-27
일반음식점,가라와라국물닭발춘천퇴계점,"강원특별자치도 춘천시 퇴계로105번길 5, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1083 ,033-262-7758,한식,2026-05-27
일반음식점,피자스쿨춘천한림대점,"강원특별자치도 춘천시 삭주로 71, 1층 (교동)",강원특별자치도 춘천시 교동 152-5 ,033-251-7707,기타,2026-05-27
일반음식점,토속촌,"강원특별자치도 춘천시 신북읍 금광길 158, 1층",강원특별자치도 춘천시 신북읍 산천리 629 ,033-244-4337,한식,2026-05-27
일반음식점,쫄면주는삼겹본능춘천점,"강원특별자치도 춘천시 둥지길 34, 1층 (효자동)",강원특별자치도 춘천시 효자동 149-16 ,033-252-7792,한식,2026-05-27
일반음식점,뚜레,"강원특별자치도 춘천시 동내면 순환대로 643, 가동 1,2층",강원특별자치도 춘천시 동내면 학곡리 3-7 , 033-262-8838,식육(숯불구이),2026-05-27
일반음식점,남춘천면옥,"강원특별자치도 춘천시 남산면 김유정로 427-36, 1층",강원특별자치도 춘천시 남산면 광판리 342 ,033-263-8119,냉면집,2026-05-27
일반음식점,소울림,"강원특별자치도 춘천시 스포츠타운길 344, 1,2층 (삼천동)",강원특별자치도 춘천시 삼천동 293-1 ,033-255-9929,식육(숯불구이),2026-05-27
일반음식점,김여사네등갈비찜,"강원특별자치도 춘천시 전원길 41-1, 1층 (효자동)",강원특별자치도 춘천시 효자동 746-6 ,,식육(숯불구이),2026-05-27
일반음식점,속초회냉면,"강원특별자치도 춘천시 춘천로138번길 13, 1층 (운교동)",강원특별자치도 춘천시 운교동 176-6 ,033-257-4696,냉면집,2026-05-27
일반음식점,생선명가거북명태,"강원특별자치도 춘천시 동내면 거두택지길26번길 9-14, 1층",강원특별자치도 춘천시 동내면 거두리 968-1 ,033-263-0587,한식,2026-05-27
일반음식점,우성닭갈비본점,강원특별자치도 춘천시 동면 만천양지길 87,강원특별자치도 춘천시 동면 만천리 755-1 ,033-242-3833,식육(숯불구이),2026-05-27
일반음식점,팔미리손맛낚시터,"강원특별자치도 춘천시 신동면 경춘로 1817, 2층",강원특별자치도 춘천시 신동면 팔미리 861-159 ,033-261-3570,한식,2026-05-27
일반음식점,춘천왕족발,"강원특별자치도 춘천시 남춘로36번길 56, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 952-6 ,033-263-9981,식육(숯불구이),2026-05-27
일반음식점,번쩍피자춘천점,"강원특별자치도 춘천시 백령로 113, 1층 (효자동)",강원특별자치도 춘천시 효자동 769-13 ,033-243-9990,기타,2026-05-27
일반음식점,홍마라탕양꼬치,"강원특별자치도 춘천시 충혼길20번길 13, 1층 (온의동)",강원특별자치도 춘천시 온의동 521 ,033-257-8822,한식,2026-05-27
일반음식점,족발야시장&무청감자탕,"강원특별자치도 춘천시 김유정로 1897, 2층 (퇴계동)",강원특별자치도 춘천시 퇴계동 178-3 ,033-263-4969,식육(숯불구이),2026-05-27
일반음식점,강변,"강원특별자치도 춘천시 남면 한덕발산길 15, 1층",강원특별자치도 춘천시 남면 한덕리 603-4 ,,한식,2026-05-27
일반음식점,알또,"강원특별자치도 춘천시 보안길 12-1, 1층 (후평동)",강원특별자치도 춘천시 후평동 804-19 ,033-242-0111,한식,2026-05-27
일반음식점,장터먹거리,"강원특별자치도 춘천시 영서로 2352-21, 풍물시장 2동 202호 (온의동)",강원특별자치도 춘천시 온의동 29-3 풍물시장 ,,기타,2026-05-27
일반음식점,인제재래식손두부1호점,"강원특별자치도 춘천시 동내면 영서로 1765, 1층",강원특별자치도 춘천시 동내면 학곡리 276-2 ,033-910-7914,한식,2026-05-27
일반음식점,초설,"강원특별자치도 춘천시 우묵길52번길 11, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1189-7 ,,식육(숯불구이),2026-05-27
일반음식점,쌈빠찹쌀강정,"강원특별자치도 춘천시 동내면 학곡동길 4, 1층",강원특별자치도 춘천시 동내면 학곡리 606-3 ,033-264-5592,기타,2026-05-27
일반음식점,탕화쿵푸,"강원특별자치도 춘천시 명동길 20, 2층 (중앙로2가)",강원특별자치도 춘천시 중앙로2가 29 2층 ,033-251-3665,중국식,2026-05-27
일반음식점,청계곱창,"강원특별자치도 춘천시 행촌로32번길 5-10, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 904-9 ,,기타,2026-05-27
일반음식점,김밥킹석사점,"강원특별자치도 춘천시 퇴계농공로 11, 104호 (석사동)",강원특별자치도 춘천시 석사동 888-1 ,033-261-3337,기타,2026-05-27
일반음식점,지척,"강원특별자치도 춘천시 영서로2756번길 9, 1층 (우두동)",강원특별자치도 춘천시 우두동 1063-6 ,033-255-4660,정종/대포집/소주방,2026-05-27
일반음식점,마릴본,"강원특별자치도 춘천시 효자상길 2, 1층 (효자동)",강원특별자치도 춘천시 효자동 542-2 ,033-256-6688,경양식,2026-05-27
일반음식점,리얼스노우(Real-Snow),"강원특별자치도 춘천시 남산면 문의골길 76-21, 1층",강원특별자치도 춘천시 남산면 방하리 104 ,,기타,2026-05-27
일반음식점,쌍팔통닭춘천온의점,"강원특별자치도 춘천시 영서로 2333, 1층 101호 (온의동)",강원특별자치도 춘천시 온의동 52-7 ,033-257-4860,기타,2026-05-27
일반음식점,쉘터462(shelter 462),"강원특별자치도 춘천시 춘천로204번길 26, 1층 (효자동)",강원특별자치도 춘천시 효자동 607-14 ,,기타,2026-05-27
일반음식점,싸움의고수춘천명동점,"강원특별자치도 춘천시 중앙로67번길 18, 5동 1층 5107호 (죽림동, 브라운가)",강원특별자치도 춘천시 죽림동 189 브라운가 5동 5107호,033-242-9293,한식,2026-05-27
일반음식점,도그스테이블석사점,"강원특별자치도 춘천시 안마산로 294-30, 1층 (석사동)",강원특별자치도 춘천시 석사동 172 ,033-264-0024,기타,2026-05-27
일반음식점,왕만두,"강원특별자치도 춘천시 방송길 77, 지하1층 125호 (온의동, 춘천 센트럴타워 푸르지오)",강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오 ,033-251-5480,분식,2026-05-27
일반음식점,풀문(Full Moon),"강원특별자치도 춘천시 효자로 136, 2층 (효자동)",강원특별자치도 춘천시 효자동 651 ,033-255-8858,기타,2026-05-27
일반음식점,오필승닭발한림대점,"강원특별자치도 춘천시 성심로 4, 1층 (교동)",강원특별자치도 춘천시 교동 157-25 ,033-911-5655,중국식,2026-05-27
일반음식점,롭앤로비나(LOB&ROBINA),"강원특별자치도 춘천시 동내면 외솔길19번길 80-32, 3층 301호",강원특별자치도 춘천시 동내면 거두리 1062-3 301호,,기타,2026-05-27
일반음식점,베어크리크춘천식당,"강원특별자치도 춘천시 신동면 김유정로 730, 1층",강원특별자치도 춘천시 신동면 혈동리 산 123 ,,한식,2026-05-27
일반음식점,한촌설렁탕춘천만천점,"강원특별자치도 춘천시 동면 춘천순환로 391, 1층",강원특별자치도 춘천시 동면 만천리 475-2 ,033-252-3989,한식,2026-05-27
일반음식점,생곡막국수춘천점,"강원특별자치도 춘천시 동면 춘천순환로 408, 1층",강원특별자치도 춘천시 동면 만천리 430 ,033-264-3000,한식,2026-05-27
일반음식점,이모네밥상,"강원특별자치도 춘천시 스무숲1길 38-8, 1층 (석사동)",강원특별자치도 춘천시 석사동 915-8 ,033-264-2613,한식,2026-05-27
일반음식점,노랑노랑,"강원특별자치도 춘천시 보안길 36, 상가1동 106호 (후평동, 우미린뉴시티)",강원특별자치도 춘천시 후평동 43 우미린뉴시티 ,033-256-9996,기타,2026-05-27
일반음식점,포랑온의점,"강원특별자치도 춘천시 춘천로17번길 21, 춘천강남하이엔드 1층 103호 (온의동)",강원특별자치도 춘천시 온의동 587-5 춘천강남하이엔드 ,033-252-5788,한식,2026-05-27
일반음식점,파피루스,"강원특별자치도 춘천시 안마산로 21, 1층 (온의동)",강원특별자치도 춘천시 온의동 548-10 ,070-8817-4592,기타,2026-05-27
일반음식점,박군한우,"강원특별자치도 춘천시 퇴계로145번길 11-6, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 956-11 ,033-262-8988,횟집,2026-05-27
일반음식점,후동리닭갈비,"강원특별자치도 춘천시 남면 소주고개로 181-6, 1층",강원특별자치도 춘천시 남면 후동리 산 96-3 ,033-262-1110,식육(숯불구이),2026-05-27
일반음식점,베어크리크춘천 스타트하우스,"강원특별자치도 춘천시 신동면 김유정로 730, 스타트하우스",강원특별자치도 춘천시 신동면 혈동리 산 49-1 ,0242-6367-8,기타,2026-05-27
일반음식점,베어크리크춘천 클럽하우스대식당,"강원특별자치도 춘천시 신동면 김유정로 730, 클럽하우스대식당 1층",강원특별자치도 춘천시 신동면 혈동리 산 49-1 ,,기타,2026-05-27
일반음식점,자갈치브라더스춘천후평점,"강원특별자치도 춘천시 보안길 36, 상가동 3동 101호 (후평동, 우미린뉴시티)",강원특별자치도 춘천시 후평동 43 우미린뉴시티 ,,기타,2026-05-27
일반음식점,순이네불쭈꾸미/닭볶음탕,"강원특별자치도 춘천시 우묵길70번길 13, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1159-5 ,033-264-1999,정종/대포집/소주방,2026-05-27
일반음식점,후라이드참잘하는집,"강원특별자치도 춘천시 퇴계로 139-1, 1층 102호 (퇴계동)",강원특별자치도 춘천시 퇴계동 964-3 ,033-263-9294,호프/통닭,2026-05-27
일반음식점,장터왕족발보쌈,"강원특별자치도 춘천시 사우로 31-20, 1층 (사농동)",강원특별자치도 춘천시 사농동 99-38 ,033-252-0982,식육(숯불구이),2026-05-27
일반음식점,보안감자탕앤호세야,"강원특별자치도 춘천시 보안길 62, 5층 (후평동)",강원특별자치도 춘천시 후평동 458-1 ,033-252-3737,한식,2026-05-27
일반음식점,빨강머리이모닭갈비,"강원특별자치도 춘천시 금강로62번길 10, 1층 (조양동)",강원특별자치도 춘천시 조양동 51-16 ,033-242-5415,식육(숯불구이),2026-05-27
일반음식점,녹색시간,"강원특별자치도 춘천시 낙원길33번길 4-3, 1층 (낙원동)",강원특별자치도 춘천시 낙원동 60-4 ,,기타,2026-05-27
일반음식점,골목횟집,"강원특별자치도 춘천시 충열로16번길 21-11, 1층 (우두동)",강원특별자치도 춘천시 우두동 1062-12 ,033-251-5592,횟집,2026-05-27
일반음식점,춘천명종닭갈비&교동면옥,"강원특별자치도 춘천시 동면 도일길 56, 1,2층",강원특별자치도 춘천시 동면 만천리 676 ,033-241-0599,식육(숯불구이),2026-05-27
일반음식점,77닭강정,"강원특별자치도 춘천시 중앙로77번길 10-1, 1층 (죽림동)",강원특별자치도 춘천시 죽림동 11-153 ,,"외국음식전문점(인도,태국등)",2026-05-27
일반음식점,천진동석사점,"강원특별자치도 춘천시 벌말길 81, 1층 (석사동)",강원특별자치도 춘천시 석사동 648-2 ,033-243-2323,한식,2026-05-27
일반음식점,백스비어춘천스무숲점,"강원특별자치도 춘천시 스무숲4길 7, 1층 (석사동)",강원특별자치도 춘천시 석사동 942-4 ,033-261-5525,호프/통닭,2026-05-27
일반음식점,종점순대국,"강원특별자치도 춘천시 중앙로 176, 1층 (근화동)",강원특별자치도 춘천시 근화동 264-12 ,033-251-5488,한식,2026-05-27
일반음식점,도야족발남춘천역점,"강원특별자치도 춘천시 우묵길56번길 24, 1층 104호 (퇴계동)",강원특별자치도 춘천시 퇴계동 1191-2 ,033-255-1980,식육(숯불구이),2026-05-27
일반음식점,블루핀,"강원특별자치도 춘천시 향교앞길 8, 1층 (교동)",강원특별자치도 춘천시 교동 85-2 ,033-241-0120,일식,2026-05-27
일반음식점,소소베이글,"강원특별자치도 춘천시 춘주로92번길 9-1, 오른쪽 1층 (온의동)",강원특별자치도 춘천시 온의동 539-6 ,,기타,2026-05-27
일반음식점,카페레이크뷰,"강원특별자치도 춘천시 상중도길 15-24, 1,2,3층 (중도동)",강원특별자치도 춘천시 중도동 271-8 ,033-252-6134,기타,2026-05-27
일반음식점,금화,"강원특별자치도 춘천시 동내면 거두택지길14번길 13, 1층",강원특별자치도 춘천시 동내면 거두리 982-1 ,,정종/대포집/소주방,2026-05-27
일반음식점,쭈노치킨석사점,"강원특별자치도 춘천시 새롬공원길5번길 13-1, 1층 (석사동)",강원특별자치도 춘천시 석사동 843-1 ,033-253-9245,호프/통닭,2026-05-27
일반음식점,디올,"강원특별자치도 춘천시 스무숲1길 8-7, 1층 (석사동)",강원특별자치도 춘천시 석사동 907-9 ,033-263-7265,감성주점,2026-05-27
일반음식점,제주은희네해장국퇴계점,"강원특별자치도 춘천시 춘천로 32, 1층 (퇴계동)",강원특별자치도 춘천시 퇴계동 1160-6 ,033-244-8288,한식,2026-05-27
