nameKo,bizType,addressRoad,phone,category,lat,lng,geocodeSource
천호장여관,여관업,강원특별자치도 춘천시 약사고개길 15-1 (죽림동),033-253-2722,"여행 > 숙박 > 여관,모텔",37.8771611762913,127.726205498608,kakao-address
호텔정관루별관(게스트하우스),여인숙업,강원특별자치도 춘천시 남산면 남이섬길 1,031-582-2197,,37.7901249506709,127.526128703219,kakao-address
춘천일기스테이,일반호텔,강원특별자치도 춘천시 중앙로27번길 9-1 (옥천동),,여행 > 숙박 > 게스트하우스,37.8822430749895,127.729436776713,kakao-address
고향장여관,여관업,강원특별자치도 춘천시 운천길 28-15 (운교동),033-252-0607,"여행 > 숙박 > 여관,모텔",37.875443721484,127.732011607825,kakao-address
호반모텔,여관업,강원특별자치도 춘천시 춘천로68번길 9-1 (효자동),033-256-7531,"여행 > 숙박 > 여관,모텔",37.8701835870496,127.725820713208,kakao-address
호텔121,여관업,강원특별자치도 춘천시 금강로121번길 16 (효자동),033-254-1151,"여행 > 숙박 > 여관,모텔",37.875806563601,127.734262472077,kakao-address
계림산장,여관업,강원특별자치도 춘천시 스포츠타운길 342-1 (삼천동),033-254-7392,"여행 > 숙박 > 여관,모텔",37.8711536358435,127.696144796579,kakao-address
세이블모텔,여관업,강원특별자치도 춘천시 소양로120번길 11 (소양로2가),033-255-4494,"여행 > 숙박 > 여관,모텔",37.8840935637133,127.724552917839,kakao-address
영은모텔,여관업,강원특별자치도 춘천시 중앙로 186-10 (근화동),033-254-4015,"여행 > 숙박 > 여관,모텔",37.8747869416041,127.714872886866,kakao-address
강촌하우스,여인숙업,강원특별자치도 춘천시 서면 경춘로 1160,,,37.8186437322071,127.633271304829,kakao-address
모텔발렌타인,여관업,강원특별자치도 춘천시 춘천로170번길 16 (효자동),033-251-3970,"여행 > 숙박 > 여관,모텔",37.8752499601933,127.734018264049,kakao-address
경성여관,여관업,강원특별자치도 춘천시 춘천로186번길 12-1 (효자동),033-254-1011,"여행 > 숙박 > 여관,모텔",37.8755735457055,127.734456220833,kakao-address
코리아모텔,여관업,강원특별자치도 춘천시 춘천로170번길 14 (효자동),033-254-3131,,37.8754023942098,127.733874293454,kakao-address
메이모텔,여관업,강원특별자치도 춘천시 공지로451번길 12-1 (근화동),033-255-6414,,37.873102415869,127.716822845592,kakao-address
춘천베어스관광호텔,관광호텔,강원특별자치도 춘천시 스포츠타운길 376 (삼천동),033-245-4300,여행 > 숙박 > 호텔,37.8708825563376,127.699047078461,kakao-address
후평모텔,여관업,강원특별자치도 춘천시 보안길 101 (후평동),033-253-7539,"여행 > 숙박 > 여관,모텔",37.8831780182278,127.749225152596,kakao-address
큐모텔,여관업,강원특별자치도 춘천시 춘천로186번길 10 (효자동),033-256-4334,"여행 > 숙박 > 여관,모텔",37.875728875932,127.734613476328,kakao-address
한성모텔,여관업,강원특별자치도 춘천시 공지로347번길 8 (효자동),033-242-3077,"여행 > 숙박 > 여관,모텔",37.8694639107057,127.727355538278,kakao-address
GM모텔,여관업,강원특별자치도 춘천시 보안길 109 (후평동),033-256-4202,"여행 > 숙박 > 여관,모텔",37.8839361893844,127.749615112456,kakao-address
태양파크,여관업,강원특별자치도 춘천시 공지로451번길 14 (근화동),033-242-5347,"여행 > 숙박 > 여관,모텔",37.8729937312078,127.716754167627,kakao-address
메트로모텔,여관업,강원특별자치도 춘천시 춘천로186번길 12 (효자동),033-241-9700,"여행 > 숙박 > 여관,모텔",37.8756737387169,127.734526888744,kakao-address
썸 모텔,여관업,강원특별자치도 춘천시 춘천로176번길 9 (효자동),033-254-4241,"여행 > 숙박 > 여관,모텔",37.8756770250058,127.734130023499,kakao-address
소양필모텔,여관업,강원특별자치도 춘천시 신북읍 신샘밭로 679,033-241-2290,"여행 > 숙박 > 여관,모텔",37.9300964743322,127.785259770127,kakao-address
조이모텔,여관업,강원특별자치도 춘천시 공지로 473 (근화동),033-242-9075,"여행 > 숙박 > 여관,모텔",37.8747816715063,127.715102765929,kakao-address
이튼호텔,여관업,강원특별자치도 춘천시 서부대성로48번길 9-1 (요선동),033-254-4458,"여행 > 숙박 > 여관,모텔",37.8823051936893,127.728061534903,kakao-address
춘천루체호텔,일반호텔,강원특별자치도 춘천시 방송길36번길 73-5 (근화동),033-241-7811,"여행 > 숙박 > 여관,모텔",37.873440243418,127.716708030689,kakao-address
별빛스테이,여관업,강원특별자치도 춘천시 남산면 강촌로 182,033-262-8852,,37.8033670639233,127.637293887047,kakao-address
엘지장여관,여관업,강원특별자치도 춘천시 가연길5번길 11 (소양로4가),033-252-7700,,37.8765338669201,127.721000618852,kakao-address
장수장여관,여관업,강원특별자치도 춘천시 효석로9번길 11-3 (효자동),033-264-8061,"여행 > 숙박 > 여관,모텔",37.8649367324954,127.734104938693,kakao-address
위도파크장여관,여관업,강원특별자치도 춘천시 영서로 3072 (사농동),033-251-9132,"여행 > 숙박 > 여관,모텔",37.9263718458187,127.721594842218,kakao-address
호반모텔,여관업,강원특별자치도 춘천시 서면 박사로 823,033-244-6151,"여행 > 숙박 > 여관,모텔",37.8909224102605,127.689670566635,kakao-address
파라다이스모텔,여관업,강원특별자치도 춘천시 보안길 87 (후평동),033-257-2580,"여행 > 숙박 > 여관,모텔",37.8820412873518,127.74894662781,kakao-address
유림모텔,여관업,강원특별자치도 춘천시 소양로219번길 5 (소양로1가),033-252-5878,"여행 > 숙박 > 여관,모텔",37.892661291627,127.725973597014,kakao-address
봄봄모텔,여관업,강원특별자치도 춘천시 방송길36번길 56 (근화동),033-242-0902,"여행 > 숙박 > 여관,모텔",37.8736108863816,127.717683034957,kakao-address
황도파크여관,여관업,강원특별자치도 춘천시 방송길36번길 53-22 (근화동),033-256-2534,"여행 > 숙박 > 여관,모텔",37.8729604182271,127.7173719014,kakao-address
라펠리즈호텔씨에스엠,여관업,강원특별자치도 춘천시 강창골길 14 (삼천동),033-241-6671,여행 > 숙박 > 호텔,37.8705739970274,127.697176526744,kakao-address
수모텔,여관업,강원특별자치도 춘천시 영서로 2515 (근화동),033-254-1956,"여행 > 숙박 > 여관,모텔",37.8828863003975,127.713775482766,kakao-address
더블유모텔,여관업,강원특별자치도 춘천시 영서로 2517 (근화동),033-243-0227,"여행 > 숙박 > 여관,모텔",37.8830663223367,127.713891686728,kakao-address
뜨라네모텔,여관업,강원특별자치도 춘천시 구마니길 36 (삼천동),033-252-9455,"여행 > 숙박 > 여관,모텔",37.8687658524791,127.700147542531,kakao-address
지퍼모텔,여관업,강원특별자치도 춘천시 보안길 91 (후평동),033-257-6161,"여행 > 숙박 > 여관,모텔",37.882359032779,127.748891874407,kakao-address
레오모텔,여관업,강원특별자치도 춘천시 동면 춘천로 558,033-257-5700,"여행 > 숙박 > 여관,모텔",37.8971913393854,127.765033499087,kakao-address
아름다운세상리조텔,여관업,강원특별자치도 춘천시 사북면 화악지암길 782,033-243-2243,"여행 > 숙박 > 여관,모텔",37.9793845340592,127.641639975476,kakao-address
대원모텔,여관업,강원특별자치도 춘천시 남산면 강촌구곡길 206,033-262-0255,"여행 > 숙박 > 여관,모텔",37.799530011832,127.618756586258,kakao-address
알프스모텔,여관업,강원특별자치도 춘천시 보안길 117 (후평동),033-243-6661,"여행 > 숙박 > 여관,모텔",37.8845111099464,127.749906145328,kakao-address
궁전모텔,여관업,강원특별자치도 춘천시 퇴계로93번길 17 (퇴계동),033-261-9772,"여행 > 숙박 > 여관,모텔",37.8635009255058,127.731759019607,kakao-address
미림파크여관,여관업,강원특별자치도 춘천시 옥산포길 39-3 (사농동),033-256-6232,"여행 > 숙박 > 여관,모텔",37.9259562143219,127.721806311136,kakao-address
골든텔모텔,여관업,강원특별자치도 춘천시 동면 가락재로 93,033-241-5954,"여행 > 숙박 > 여관,모텔",37.9045989307556,127.782206631482,kakao-address
오성모텔,여관업,강원특별자치도 춘천시 남춘로56번길 12 (효자동),033-264-0037,"여행 > 숙박 > 여관,모텔",37.8650926236221,127.733695438764,kakao-address
더 베이 630,여관업,강원특별자치도 춘천시 서면 박사로 630,033-243-2929,"여행 > 숙박 > 여관,모텔",37.8767277474427,127.677967379449,kakao-address
로즈파크,여관업,강원특별자치도 춘천시 신북읍 상천3길 13,,,37.9326469317599,127.79137165682,kakao-address
모텔가향,여관업,강원특별자치도 춘천시 신북읍 신샘밭로 749,033-242-2242,"여행 > 숙박 > 여관,모텔",37.9324661696214,127.791939701174,kakao-address
낭만스테이,여관업,강원특별자치도 춘천시 구마니길 35 (삼천동),033-252-1122,,37.8688722354864,127.700650195653,kakao-address
3D 시네마모텔,여관업,강원특별자치도 춘천시 중앙로27번길 5-4 (옥천동),033-241-0331,"여행 > 숙박 > 여관,모텔",37.8823692060285,127.729393007708,kakao-address
시네마모텔,여관업,강원특별자치도 춘천시 동면 가산로 153,033-241-1575,"여행 > 숙박 > 여관,모텔",37.9176615034216,127.781459390323,kakao-address
산내들,여관업,강원특별자치도 춘천시 남산면 갯골길 45,033-262-3538,여행 > 숙박 > 펜션,37.7980797892398,127.638289173672,kakao-address
초원장여관,여관업,강원특별자치도 춘천시 효석로9번길 11-4 (효자동),033-264-0083,"여행 > 숙박 > 여관,모텔",37.864933606163,127.734288440608,kakao-address
삼일,여관업,강원특별자치도 춘천시 남산면 강촌로 246,033-262-0123,,37.7978388401391,127.639508567605,kakao-address
그랜드모텔,여관업,강원특별자치도 춘천시 중앙로27번길 11 (옥천동),033-243-5021,"여행 > 숙박 > 여관,모텔",37.8821305716942,127.72992728603,kakao-address
호텔샤인,여관업,강원특별자치도 춘천시 신북읍 신샘밭로 743,033-242-4471,여행 > 숙박 > 호텔,37.9321806874348,127.791468233354,kakao-address
이프모텔,여관업,강원특별자치도 춘천시 우묵길 51 (퇴계동),033-242-2154,"여행 > 숙박 > 여관,모텔",37.8658182301284,127.721963995429,kakao-address
대교장여관,여관업,강원특별자치도 춘천시 가연길5번길 45 (근화동),033-252-9641,"여행 > 숙박 > 여관,모텔",37.8755280792199,127.717666401529,kakao-address
가평펜션남이섬리조트비버네민박집,여관업,강원특별자치도 춘천시 남산면 방하로 637-8,033-263-7444,,37.7887308943322,127.5307517416,kakao-address
유진텔여관,여관업,강원특별자치도 춘천시 효석로9번길 5 (효자동),033-264-4422,"여행 > 숙박 > 여관,모텔",37.864741488756,127.733543085723,kakao-address
빅힐모텔,여관업,"강원특별자치도 춘천시 퇴계로77번길 22-2 (퇴계동, 외 1필지)",033-251-6366,"여행 > 숙박 > 여관,모텔",37.8644385147379,127.731064620172,kakao-address
춘천 게스트하우스 청춘봄봄,여인숙업,강원특별자치도 춘천시 남춘로 33-1 (퇴계동),,,37.8642900862441,127.731187932404,kakao-address
고요스테이,여관업,강원특별자치도 춘천시 운교길6번길 7-1 (운교동),,여행 > 숙박,37.8770407959305,127.731606525399,kakao-address
수향모텔,여관업,강원특별자치도 춘천시 동면 춘천로 575,033-257-5005,"여행 > 숙박 > 여관,모텔",37.8982606713933,127.766677550414,kakao-address
플레인호텔(THE PLAIN),일반호텔,강원특별자치도 춘천시 스포츠타운길 234 (삼천동),033-255-0339,,37.8638125831426,127.692413076296,kakao-address
파인힐모텔,여관업,강원특별자치도 춘천시 동면 소양강로 388,033-241-7600,"여행 > 숙박 > 여관,모텔",37.9183551259581,127.753990631807,kakao-address
호텔몽,여관업,강원특별자치도 춘천시 춘천로68번길 21 (효자동),033-251-1161,"여행 > 숙박 > 여관,모텔",37.8696860984491,127.726973358226,kakao-address
카리브모텔,여관업,강원특별자치도 춘천시 우묵길 47 (퇴계동),033-243-4720,"여행 > 숙박 > 여관,모텔",37.8655008955339,127.721733157446,kakao-address
동원파크,여관업,강원특별자치도 춘천시 공지로451번길 7 (근화동),033-251-0712,"여행 > 숙박 > 여관,모텔",37.8734541076415,127.71734577449,kakao-address
민들레민박,여관업,강원특별자치도 춘천시 남산면 강촌로 78,033-261-0129,여행 > 숙박 > 민박,37.8121871924886,127.634462726222,kakao-address
브라운도트호텔 남춘천점,일반호텔,"강원특별자치도 춘천시 남춘로25번길 5, 퇴계로77번길 10 (퇴계동)",033-255-8228,여행 > 숙박 > 호텔,37.8635651499489,127.730368011909,kakao-address
이화여관,여관업,강원특별자치도 춘천시 공지로 475 (근화동),033-254-2714,"여행 > 숙박 > 여관,모텔",37.875029855537,127.715032310213,kakao-address
봄스테이,일반호텔,강원특별자치도 춘천시 남춘로36번길 4 (효자동),033-264-1477,여행 > 숙박 > 호텔,37.8640592015354,127.731865567286,kakao-address
모닝스카이,일반호텔,강원특별자치도 춘천시 효석로9번길 15 (효자동),033-263-3755,"여행 > 숙박 > 여관,모텔",37.8648673261821,127.734774854993,kakao-address
하이리조텔,여관업,강원특별자치도 춘천시 보안길 85 (후평동),033-256-1258,"여행 > 숙박 > 여관,모텔",37.8818768085229,127.749111713936,kakao-address
라벤다호텔,여관업,강원특별자치도 춘천시 남춘로5번길 10-2 (퇴계동),033-255-0550,"여행 > 숙박 > 여관,모텔",37.8625285605325,127.729026841306,kakao-address
아비숑모텔,여관업,강원특별자치도 춘천시 우묵길 67 (퇴계동),033-255-8470,"여행 > 숙박 > 여관,모텔",37.8670938517704,127.722919704229,kakao-address
호텔77(HOTEL77),여관업,강원특별자치도 춘천시 우묵길 77 (퇴계동),033-253-9997,"여행 > 숙박 > 여관,모텔",37.8677423485423,127.723520073465,kakao-address
NO.25 HOTEL,여관업,강원특별자치도 춘천시 효석로9번길 17 (효자동),033-257-5555,,37.8649710859492,127.734909188218,kakao-address
썬스타모텔,여관업,강원특별자치도 춘천시 남춘로5번길 7-1 (퇴계동),033-244-5100,"여행 > 숙박 > 여관,모텔",37.8621921196737,127.728872046896,kakao-address
호텔파파야,여관업,강원특별자치도 춘천시 남춘로5번길 7 (퇴계동),033-255-0503,"여행 > 숙박 > 여관,모텔",37.8622732671923,127.728963643375,kakao-address
감성료칸 호텔 우사기,일반호텔,강원특별자치도 춘천시 구마니길 24 (삼천동),033-252-5534,여행 > 숙박 > 호텔,37.8698654102777,127.700319331545,kakao-address
테마모텔,여관업,강원특별자치도 춘천시 방송길36번길 73-10 (근화동),033-254-0355,"여행 > 숙박 > 여관,모텔",37.8733929648232,127.716305003834,kakao-address
5IN(파이브인),여관업,강원특별자치도 춘천시 남춘로5번길 9-3 (퇴계동),033-254-5727,,37.8621583161367,127.728656710017,kakao-address
노보텔,여관업,강원특별자치도 춘천시 금강로13번길 22 (소양로3가),033-256-1950,"여행 > 숙박 > 여관,모텔",37.883719777647,127.725151260254,kakao-address
로즈힐모텔,여관업,강원특별자치도 춘천시 남춘로56번길 10 (효자동),033-261-4800,"여행 > 숙박 > 여관,모텔",37.8652457537372,127.733598769378,kakao-address
호텔야자춘천후평점,여관업,강원특별자치도 춘천시 보안길 107-1 (후평동),033-254-0755,"여행 > 숙박 > 여관,모텔",37.883794370437,127.749574685471,kakao-address
레이크모텔,여관업,강원특별자치도 춘천시 화목원1길 5-11 (사농동),033-253-6797,"여행 > 숙박 > 여관,모텔",37.9225373427794,127.721520180359,kakao-address
호텔올레,여관업,강원특별자치도 춘천시 춘천로44번길 8 (퇴계동),033-255-5600,"여행 > 숙박 > 여관,모텔",37.8682582305739,127.72381185163,kakao-address
호텔야자춘천시청점,여관업,강원특별자치도 춘천시 중앙로27번길 9-5 (옥천동),033-244-4701,"여행 > 숙박 > 여관,모텔",37.8826082416952,127.729564392456,kakao-address
하운드호텔남춘천역,일반호텔,강원특별자치도 춘천시 남춘로 28 (퇴계동),033-262-5205,"여행 > 숙박 > 여관,모텔",37.8633926776575,127.731679423747,kakao-address
조히텔,여관업,강원특별자치도 춘천시 후석로370번길 8 (후평동),033-253-5832,"여행 > 숙박 > 여관,모텔",37.88384227928,127.748601005122,kakao-address
에이치에비뉴 호텔 남춘천,일반호텔,강원특별자치도 춘천시 남춘로 51 (효자동),033-241-1962,여행 > 숙박 > 호텔,37.8656097924634,127.73238764064,kakao-address
어베인호텔,여관업,강원특별자치도 춘천시 우묵길 81 (퇴계동),033-244-2389,"여행 > 숙박 > 여관,모텔",37.8681383763794,127.723684871172,kakao-address
호텔필,여관업,강원특별자치도 춘천시 남춘로 30-1 (퇴계동),033-263-7096,"여행 > 숙박 > 여관,모텔",37.8635972215346,127.731587238041,kakao-address
노블모텔,여관업,강원특별자치도 춘천시 금강로 129 (효자동),033-255-5544,"여행 > 숙박 > 여관,모텔",37.8752122936197,127.733658161206,kakao-address
스테이오즈,숙박업 기타,강원특별자치도 춘천시 금강로121번길 19 (효자동),033-256-2563,,37.8761222941734,127.734659665006,kakao-address
하몽모텔,여관업,강원특별자치도 춘천시 우묵길 59 (퇴계동),033-256-2450,"여행 > 숙박 > 여관,모텔",37.8663546641496,127.722328120103,kakao-address
월드호텔,여관업,강원특별자치도 춘천시 옥천길 11 (중앙로1가),033-254-8001,"여행 > 숙박 > 여관,모텔",37.8814073931383,127.728997163841,kakao-address
VIP모텔,여관업,강원특별자치도 춘천시 금강로13번길 21 (소양로3가),033-251-7786,"여행 > 숙박 > 여관,모텔",37.8837152132124,127.724868400552,kakao-address
모텔티파니,여관업,강원특별자치도 춘천시 금강로 133-1 (효자동),033-242-0080,"여행 > 숙박 > 여관,모텔",37.8750043961539,127.734042423312,kakao-address
비발디모텔,여관업,강원특별자치도 춘천시 스포츠타운길 296 (삼천동),033-242-9240,"여행 > 숙박 > 여관,모텔",37.8693234957973,127.692751385639,kakao-address
코틴하우스,여관업,강원특별자치도 춘천시 공지로451번길 10 (근화동),033-252-5033,"여행 > 숙박 > 여관,모텔",37.8733729312225,127.716946851216,kakao-address
호텔야자남춘천점,일반호텔,강원특별자치도 춘천시 퇴계로77번길 12 (퇴계동),033-241-0550,"여행 > 숙박 > 여관,모텔",37.8636689410956,127.730178574369,kakao-address
발리모텔,여관업,강원특별자치도 춘천시 구마니길 20 (삼천동),033-257-0711,"여행 > 숙박 > 여관,모텔",37.8701860924886,127.700327708631,kakao-address
캣츠호텔,여관업,강원특별자치도 춘천시 공지로 355 (효자동),033-257-7407,"여행 > 숙박 > 여관,모텔",37.8698961435023,127.726792104101,kakao-address
제이드모텔,여관업,강원특별자치도 춘천시 동면 가산로 157-7,033-241-2599,"여행 > 숙박 > 여관,모텔",37.9180793969892,127.781086020485,kakao-address
호텔22,여관업,강원특별자치도 춘천시 남춘로5번길 14-6 (퇴계동),033-242-4570,"여행 > 숙박 > 여관,모텔",37.8628714142272,127.72882975866,kakao-address
뷰호텔,일반호텔,강원특별자치도 춘천시 시청길 36 (조양동),033-242-0023,"여행 > 숙박 > 여관,모텔",37.8812010495439,127.731384197613,kakao-address
펜션강촌드림잉,여관업,강원특별자치도 춘천시 남산면 강촌로 100,033-262-3307,,37.8106095012622,127.63599182375,kakao-address
소나무파인트리(PINE TREE),일반호텔,강원특별자치도 춘천시 우묵길 55 (퇴계동),033-242-8308,여행 > 숙박 > 호텔,37.8662056723656,127.722280412265,kakao-address
델비아모텔,여관업,강원특별자치도 춘천시 방송길36번길 53-5 (근화동),033-253-7799,"여행 > 숙박 > 여관,모텔",37.873135965798,127.717881643311,kakao-address
드라마모텔,여관업,강원특별자치도 춘천시 서부대성로44번길 16 (요선동),033-244-6497,"여행 > 숙박 > 여관,모텔",37.8820146117878,127.727192175565,kakao-address
퍼펙트모텔,여관업,강원특별자치도 춘천시 남춘로56번길 6 (효자동),033-261-3530,"여행 > 숙박 > 여관,모텔",37.8655309099705,127.733119633873,kakao-address
호텔오띠모,여관업,강원특별자치도 춘천시 서부대성로43번길 4 (요선동),033-242-0116,"여행 > 숙박 > 여관,모텔",37.8835233650651,127.728028400768,kakao-address
아이호텔,여관업,강원특별자치도 춘천시 공지로347번길 6 (효자동),033-257-0700,"여행 > 숙박 > 여관,모텔",37.8695718043118,127.727420015596,kakao-address
모텔홀인원,여관업,강원특별자치도 춘천시 강창골길 35 (삼천동),033-256-1566,"여행 > 숙박 > 여관,모텔",37.8699151367952,127.699592779703,kakao-address
"헤이,춘천(Heyy,chuncheon)",여관업,강원특별자치도 춘천시 남춘로 49 (효자동),033-243-5566,여행 > 숙박 > 호텔,37.8653563194298,127.732176937272,kakao-address
리버사이드호텔,여관업,강원특별자치도 춘천시 신북읍 신샘밭로 745,033-242-3002,,37.9323065768997,127.791691274015,kakao-address
호텔휴,여관업,강원특별자치도 춘천시 남춘로5번길 10-4 (퇴계동),033-253-4177,"여행 > 숙박 > 여관,모텔",37.862556075536,127.729253708647,kakao-address
별님과달님,여관업,강원특별자치도 춘천시 사북면 화악지암1길 124,033-243-4220,여행 > 숙박 > 펜션,37.9779444680419,127.581211198785,kakao-address
펜텔굿타임,여관업,강원특별자치도 춘천시 남산면 강촌로 106,033-261-4720,,37.8102022388335,127.63613186937,kakao-address
하얀별모텔,여관업,강원특별자치도 춘천시 강창골길 37 (삼천동),033-252-5789,"여행 > 숙박 > 여관,모텔",37.8697401190748,127.699784216591,kakao-address
도그앤스테이,여관업,강원특별자치도 춘천시 남산면 갯골길 10-13,,여행 > 숙박 > 펜션,37.8018153022939,127.63635549017,kakao-address
비너스모텔,여관업,강원특별자치도 춘천시 우두상리길 108 (우두동),033-257-8028,,37.9156565083174,127.740137728021,kakao-address
OST호텔,여관업,강원특별자치도 춘천시 서부대성로44번길 11 (요선동),033-241-7728,"여행 > 숙박 > 여관,모텔",37.8824075115908,127.727643442522,kakao-address
화이트모텔,여관업,강원특별자치도 춘천시 충열로 260 (우두동),033-242-3006,"여행 > 숙박 > 여관,모텔",37.916228987153,127.739745780404,kakao-address
호텔코지,여관업,강원특별자치도 춘천시 금강로 31 (소양로3가),033-253-6996,"여행 > 숙박 > 여관,모텔",37.8815326852241,127.725910715109,kakao-address
월드여관,여인숙업,강원특별자치도 춘천시 중앙로 176 (근화동),033-254-5013,"여행 > 숙박 > 여관,모텔",37.8746875013692,127.715744022046,kakao-address
강촌폭포펜션,여관업,강원특별자치도 춘천시 남산면 강촌구곡길 135,033-261-4629,여행 > 숙박 > 펜션,37.8025261783082,127.624378685481,kakao-address
S-쁘띠호텔,일반호텔,강원특별자치도 춘천시 춘천로56번길 5 (효자동),033-243-4422,"여행 > 숙박 > 여관,모텔",37.869466640326,127.724560464485,kakao-address
춘천여우그늘,숙박업 기타,강원특별자치도 춘천시 남산면 보매기1길 62-14,033-262-9986,여행 > 숙박 > 펜션,37.7901548956335,127.642760549252,kakao-address
마임호텔,여관업,강원특별자치도 춘천시 우묵길 79 (퇴계동),033-242-5566,"여행 > 숙박 > 여관,모텔",37.8679419041095,127.723608169539,kakao-address
숲속의강촌,여관업,강원특별자치도 춘천시 남산면 강촌로 186-3,033-261-1291,여행 > 숙박 > 펜션,37.8030882889683,127.636197906768,kakao-address
Mu모텔,여관업,강원특별자치도 춘천시 서부대성로48번길 15 (요선동),033-256-7071,"여행 > 숙박 > 여관,모텔",37.8817590653004,127.727825979431,kakao-address
소양강호텔,여관업,강원특별자치도 춘천시 공지로 480 (근화동),033-243-5300,,37.8756286141108,127.715136186021,kakao-address
명동호텔,일반호텔,강원특별자치도 춘천시 아침길 12 (조양동),033-241-1188,여행 > 숙박 > 호텔,37.8790343626166,127.730491192669,kakao-address
호텔N,일반호텔,강원특별자치도 춘천시 구마니길 26 (삼천동),033-243-5353,,37.8697161042356,127.700489530128,kakao-address
초당장여관,여관업,강원특별자치도 춘천시 중앙로106번길 3 (낙원동),033-242-6562,,37.8772045034399,127.72297179698,kakao-address
MOTEL.H.현대모텔,여관업,강원특별자치도 춘천시 춘천로68번길 17 (효자동),033-253-2224,,37.8698158419135,127.726636182698,kakao-address
